出表日期,發言日期,發言時間,公司代號,公司名稱,主旨,符合條款,事實發生日,說明
"1120831","1120830","70003","6803","崑鼎","公告本公司名稱由「崑鼎投資控股股份有限公司」更名為
「崑鼎綠能環保股份有限公司」，公告期間：112年06月19日至112
年09月18日。","第53款","1120619","1.事實發生日：民國112年06月19日
2.公司名稱：崑鼎綠能環保股份有限公司(原名：崑鼎投資控股股份有限公司)
3.與公司關係(請輸入本公司或子公司)：本公司
4.相互持股比例：不適用
5.發生緣由：
(1)公司名稱變更核准日期/事實發生日：民國112年06月19日
(2)公司名稱變更核准文號：經授商字第11230108140號
(3)更名案股東會決議通過日期：民國112年05月31日
(4)變更前公司名稱：崑鼎投資控股股份有限公司
(5)變更後公司名稱：崑鼎綠能環保股份有限公司
(6)變更前公司簡稱：崑鼎投控
(7)變更後公司簡稱：崑鼎
6.因應措施：無
7.其他應敘明事項：(1)本公司股票代號未變動仍為「6803」。
(2)本公司英文名稱未變動仍為「ECOVE Environment Corporation」。
本公司英文簡稱未變動，仍為「ECOVE Corp.」。
(3)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
(4)本公司於112年06月19日接獲經濟部核准變更登記函(發文日期為112年6月17日)，
依據「財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則」
第九條之一規定，連續公告三個月。"
"1120831","1120830","70003","8080","印鉐","公告本公司名稱由「永利聯合股份有限公司」
更名為「印鉐事業股份有限公司」","第53款","1120717","1.事實發生日：民國112年07月17日
2.公司名稱：印鉐事業股份有限公司(原名：永利聯合股份有限公司)
3.與公司關係(請輸入本公司或子公司)：本公司
4.相互持股比例：不適用
5.發生緣由：
(1)公司名稱變更核准日期/事實發生日：民國112年07月17日
(2)公司名稱變更核准文號：府產業商字第11250451620號
(3)更名案股東會決議通過日期：民國112年06月14日
(4)變更前公司名稱：永利聯合股份有限公司
(5)變更後公司名稱：印鉐事業股份有限公司
(6)變更前公司簡稱：永利聯合
(7)變更後公司簡稱：印鉐
6.因應措施：不適用
7.其他應敘明事項：(1)上櫃股票代號未變動，仍為「8080」。
(2)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
(3)依據「財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則」
第九條之一規定，連續公告三個月。"
"1120831","1120830","70003","8932","智通","公告本公司名稱由「宏大拉鍊股份有限公司」更名為
「智通科創股份有限公司」，公告期間：112年6月13日
至112年9月12日","第53款","1120613","1.事實發生日：民國112年06月13日
2.公司名稱：智通科創股份有限公司(原名：宏大拉鍊股份有限公司)
3.與公司關係(請輸入本公司或子公司)：本公司
4.相互持股比例：不適用
5.發生緣由：
(1)公司名稱變更核准日期/事實發生日：民國112年06月13日
(2)公司名稱變更核准文號：經授商字第11230097140號
(3)更名案股東會決議通過日期：民國112年05月18日
(4)變更前公司名稱：宏大拉鍊股份有限公司
(5)變更後公司名稱：智通科創股份有限公司
(6)變更前公司簡稱：宏大
(7)變更後公司簡稱：智通
6.因應措施：無
7.其他應敘明事項：(1)本公司於112年6月13日接獲經濟部112年6月9日之核准函。
(2)本公司股票簡稱變動為「智通」，股票代號未變動仍為「8932」。
(3)本公司國內第一次有擔保轉換公司債債券簡稱變動為「智通一」，債券代號仍為「89321」。
(4)本公司英文名稱變更為「Wiselink Co., Ltd.」。
(5)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
(6)依據「財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則」第九條
   之一規定，連續公告三個月。"
"1120831","1120830","132937","3523","迎輝","公告本公司112年7月份自結合併財務報告之負債比率、
流動比率及速動比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依櫃檯買賣中心106年04月20日證櫃監字第1060200388號函辦理。
3.財務資訊年度月份:112年7月
4.自結流動比率: 66.45%
5.自結速動比率: 48.68%
6.自結負債比率: 65.02%
7.因應措施:不適用
8.其他應敘明事項:無"
"1120831","1120830","133837","4161","聿新科","公告本公司辦理庫藏股註銷減資變更登記完成","第36款","1120830","1.主管機關核准減資日期:112/08/29
2.辦理資本變更登記完成日期:112/08/29
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
(1)庫藏股股份註銷減資前:
   本公司實收資本額為新台幣524,279,420元，流通在外股數為52,427,942股，
   每股淨值為新台幣15.59元。
(2)庫藏股股份註銷減資後:
   本公司實收資本額為新台幣512,279,420元，流通在外股數為51,227,942股，
   每股淨值為新台幣15.59元。
(3)以上每股淨值係依112年第二季經會計師核閱之合併財務報表為計算依據。
4.預計換股作業計畫:不適用
5.預計減資新股上櫃後之上櫃普通股股數:不適用
6.預計減資新股上櫃後之上櫃普通股股數占已發行普通股比率
（減資後上櫃普通股股數/減資後已發行普通股股數）:不適用
7.前二項預計減資後上櫃普通股股數未達500萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用
8.其他應敘明事項:
 本公司於112/08/30收到經授商字第11230162750號函核准變更登記在案。
 註銷庫藏股1,200,000股。"
"1120831","1120830","134250","6186","新潤","公告本公司112年7月份自結流動比率、速動比率、負債比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:發生緣由:依櫃檯買賣中心103/08/27櫃證監字第1030200766號函規定辦理。
3.財務資訊年度月份:112/7
4.自結流動比率:128.09
5.自結速動比率:17.79
6.自結負債比率:85.77
7.因應措施:不適用。
8.其他應敘明事項:無"
"1120831","1120830","135146","6727","亞泰金屬","公告本公司112年7月自結合併財務報告之財務比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依財團法人中華民國證券櫃檯買賣中心證櫃審字第1080100964號函辦理公告
3.財務資訊年度月份:112/07
4.自結流動比率:136.99%
5.自結速動比率:51.56%
6.自結負債比率:71.09%
7.因應措施:於每月底前申報自結合併財務報告截至前一月底之負債比率、流動比率及
  速動比率，以供投資人參考。
8.其他應敘明事項:無"
"1120831","1120830","135721","6616","特昇-KY","公告本公司112年現金增資認股基準日暨相關作業時程
相關事宜","第11款","1120830","1.董事會決議或公司決定增資基準日期:112/08/30
2.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否
3.主管機關申報生效日期:112/08/28
4.董事會決議(追補)發行日期:112/07/21
5.發行總金額及股數:新臺幣41,660,000元整，4,166,000股
6.採總括申報發行新股案件，本次發行金額及股數:不適用。
7.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用。
8.每股面額:新台幣10元
9.發行價格:實際發行價格於訂定後另行公告。
10.員工認股股數: 增資發行新股總額15%計624,900股由本公司及從屬公司
員工認購
11.原股東認購比率:本次增資發行新股總數之75%計3,124,500股
由原股東按認股基準日之股東名簿記載之持股比例認購。
12.公開銷售方式及股數:提撥10%計416,600股採公開申購方式辦理公開銷售。
13.畸零股及逾期未認購股份之處理方式: 原股東認購不足一股之畸零股，由股東自停
止過戶日起五日內自行至本公司股務代理機構辦理拼湊一整股認購。原股東及員工放
棄認購或拼湊不足一股之畸零股部份，擬授權董事長洽特定人按實際發行價格認足。
14.本次發行新股之權利義務:本次現金增資所發行之新股與原發行普通股股份之權利
義務相同。
15.本次增資資金用途:支應中華民國境內第二次無擔保轉換公司債持有人執行賣回權
之本金（含利息補償金）及充實營運資金
16.現金增資認股基準日:112/10/01
17.最後過戶日:112/09/26
18.停止過戶起始日期:112/09/27
19.停止過戶截止日期:112/10/01
20.股款繳納期間:原股東及員工股款繳納期間（112/10/11~112/10/30）
21.與代收及專戶存儲價款行庫訂約日期: 俟正式簽約後另行公告
22.委託代收存款機構: 俟正式簽約後另行公告
23.委託存儲款項機構: 俟正式簽約後另行公告
24.其他應敘明事項:
（1）本次現金增資發行新股業經金管會112年8月28日金管證發字第　
1120351441號函申報生效在案。
（2）本次現金增資案，有關認股基準日、增資基準日及其他未盡事宜，
已授權董事長視實際情況依相關法令規定辦理。"
"1120831","1120830","140306","5455","昇益","公告本公司112年07月份自結流動比率、速動比率、負債比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依櫃檯買賣中心111/04/08證櫃監字第1110200620號函辦理
3.財務資訊年度月份:112年7月份
4.自結流動比率:112.09%
5.自結速動比率:0.44%
6.自結負債比率:88.13%
7.因應措施:無
8.其他應敘明事項:無"
"1120831","1120830","140407","3357","臺慶科","本公司受邀參加元大證券舉辦之法人說明會，向投資人說明112年度上半年營運成果、產業概況及未來展望。","第12款","1120831","符合條款第四條第XX款：12
事實發生日：112/08/31
1.召開法人說明會之日期：112/08/31
2.召開法人說明會之時間：14 時 30 分 
3.召開法人說明會之地點：元大證券 寶慶大樓4樓(台北市寶慶路69號4樓)
4.法人說明會擇要訊息：本公司受邀參加元大證券舉辦之法人說明會，向投資人說明112年度上半年營運成果、產業概況及未來展望。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120831","1120830","142257","3680","家登","本公司董事會決議發行國內第四次無擔保轉換公司債","第11款","1120830","1.董事會決議日期:112/08/30
2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:家登精密工業股份有限公司國內
第四次無擔保轉換公司債。
3.是否採總括申報發行公司債(是/否):否。
4.發行總額:發行總金額上限為新台幣壹拾貳億元。
5.每張面額:新台幣壹拾萬元。
6.發行價格:依票面金額十足發行。
7.發行期間:三年。
8.發行利率:票面利率0%。
9.擔保品之總類、名稱、金額及約定事項:不適用。
10.募得價款之用途及運用計畫:償還銀行借款及充實營運資金。
11.承銷方式:採詢價圈購方式全數對外公開銷售。
12.公司債受託人:授權董事長全權處理之。
13.承銷或代銷機構:統一證券股份有限公司。
14.發行保證人:係無擔保轉換公司債，故不適用。
15.代理還本付息機構:凱基證券股份有限公司股務代理部。
16.簽證機構:本次公司債採無實體發行，故不適用。
17.能轉換股份者，其轉換價格及轉換辦法:將依有關法令辦理，並呈報主管機關核准
後另行公告。
18.賣回條件:將依有關法令辦理，並呈報主管機關核准後另行公告。
19.買回條件:將依有關法令辦理，並呈報主管機關核准後另行公告。
20.附有轉換、交換或認股者，其換股基準日:將依有關法令辦理，並呈報主管機關核准
後另行公告。
21.附有轉換、交換或認股者，對股權可能稀釋情形:將依有關法令辦理，並呈報主管
機關核准後另行公告。
22.其他應敘明事項:本次發行國內第四次無擔保轉換公司債籌資計畫之重要內容，包括
發行辦法(包括但不限於發行額度、發行價格、發行條件)、計畫項目、所需資金總額、
資金來源、預定資金運用進度、預計可能產生效益及其他相關事項，如因法令規定變更
須配合修正、依主管機關指示修正，以及基於營運評估或因客觀環境變化而須修正者，
擬授權董事長全權處理之。"
"1120831","1120830","142342","3680","家登","本公司董事會決議辦理現金增資發行新股","第11款","1120830","1.董事會決議日期:112/08/30
2.增資資金來源:現金增資。
3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否。
4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):
總金額：新台幣58,000,000元  股數：5,800,000股
5.採總括申報發行新股案件，本次發行金額及股數:不適用。
6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用。
7.每股面額:新台幣10元。
8.發行價格:暫定發行價格為每股新台幣290元，實際發行價格俟奉主管機關核准後，
由董事長依相關法令規定，洽主辦承銷商依當時市場狀況共同議定之。
9.員工認購股數或配發金額:870,000股。
10.公開銷售股數:依證券交易法第28條之1規定，提撥發行新股總數之10%辦理公開申購
計580,000股。
11.原股東認購或無償配發比例(請註明暫定每仟股認購或配發股數):其餘發行新股總數
之75%由原股東按認股基準日股東名簿記載之持股比例認購計4,350,000股。
12.畸零股及逾期未認購股份之處理方式:原股東認購不足1股之畸零股，得由股東自行在
停止過戶日起5日內，逕向本公司股務代理機構辦理併湊。其併湊後不足1股之畸零股或
逾期未申報併湊，以及原股東、員工放棄認購或認購不足之部分，擬請董事會授權董事
長洽特定人按發行價格認購之。
13.本次發行新股之權利義務:發行新股之權利義務與原已發行普通股股份相同。
14.本次增資資金用途:償還銀行借款及充實營運資金。
15.其他應敘明事項:
(1)本次現金增資案呈奉主管機關申報生效後，擬請董事會授權董事長訂定認股基準日
、增資基準日、股款繳納期間及辦理本次增資相關事宜。
(2)本次現金增資計畫之重要內容，包括所需資金總額、發行價格、發行股數、資金來源
、發行條件、計畫項目、預定進度及預計可能產生效益，暨其他相關事宜，如遇有法令
變更、經主管機關指示，或因應主客觀環境需要而須修正或調整時，亦一併授權董事長
全權處理之。"
"1120831","1120830","142359","3680","家登","公告本公司資訊安全長異動","第8款","1120830","1.人員變動別（請輸入發言人、代理發言人、重要營運主管
(如:執行長、營運長、行銷長及策略長等)、財務主管、會計
主管、公司治理主管、資訊安全長、研發主管、內部稽核主管或訴訟及非
訟代理人）:資訊安全長
2.發生變動日期:112/08/30
3.舊任者姓名、級職及簡歷:朱宏斌 家登精密工業股份有限公司 執行長室 永續長
4.新任者姓名、級職及簡歷:劉媺貞 家登精密工業股份有限公司 資訊服務供應處 處長
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、
「退休」、「死亡」、「新任」或「解任」）:職務調整
6.異動原因:職務調整
7.生效日期:112/08/30
8.其他應敘明事項:無"
"1120831","1120830","142641","8040","九暘","本公司受邀參加永豐金證券舉辦之線上法人說明會","第12款","1120831","符合條款第四條第XX款：12
事實發生日：112/08/31
1.召開法人說明會之日期：112/08/31
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：線上法說會
4.法人說明會擇要訊息：本公司受邀參加永豐金證券舉辦之線上法人說明會，就本公司已公開之112年第2季財務、業務資訊作說明
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120831","1120830","145702","6469","大樹","本公司受邀參加匯豐證券舉辦之HSBC Taiwan Executive Forum 2023","第12款","1120831","符合條款第四條第XX款：12
事實發生日：112/08/31
1.召開法人說明會之日期：112/08/31
2.召開法人說明會之時間：10 時 00 分 
3.召開法人說明會之地點：台北君悅酒店(台北市信義區松壽路2號)
4.法人說明會擇要訊息：本公司受邀參加匯豐證券舉辦之HSBC Taiwan Executive Forum 2023，說明本公司財務、業務及營運概況相關資訊。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120831","1120830","150052","6198","瑞築","更正本公司112年第2季合併財務報告附註揭露事項","第53款","1120830","1.事實發生日:112/08/30
2.公司名稱:瑞築建設股份有限公司(原名凌泰科技股份有限公司)
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:更正112年第2季合併財務報告附註揭露事項
6.更正資訊項目/報表名稱:
更正財務報告附註七、關係人交易
7.更正前金額/內容/頁次:
無揭露向關係人合陽管理顧問(股)公司取得使用權資產
  3.租賃負債(1)期末餘額111年6月30日餘額$-
  3.租賃負債(2)利息費用111年1月1日至6月30日$-
  4.其他項目之預付款項與存出保證金111年6月30日$-
  5.營業費用
    111年1月1日至6月30日$-
    111年4月1日至6月30日$-
更正前頁次：第40頁
8.更正後金額/內容/頁次:
新增租賃交易-承租人
  3.向合陽管理顧問(股)公司取得使用權資產
    112年4月1日至6月30日 $-
    111年4月1日至6月30日 $4980千元
    112年1月1日至6月30日 $-
    111年1月1日至6月30日 $4980千元
  4.租賃負債(1)期末餘額111年6月30日餘額$4844千元
  4.租賃負債(2)利息費用111年1月1日至6月30日$12千元
  5.其他項目之預付款項與存出保證金111年6月30日$216千元、$483千元
  6.營業費用
    111年1月1日至6月30日$269千元
    111年4月1日至6月30日$237千元
更正後頁次：第40頁至41頁
9.因應措施:申請更正並重新上傳XBRL及PDF財報申報至公開資訊觀測站。
10.其他應敘明事項:此次更正不影響損益。"
