出表日期,發言日期,發言時間,公司代號,公司名稱,主旨,符合條款,事實發生日,說明
"1120901","1120831","70003","6803","崑鼎","公告本公司名稱由「崑鼎投資控股股份有限公司」更名為
「崑鼎綠能環保股份有限公司」，公告期間：112年06月19日至112
年09月18日。","第53款","1120619","1.事實發生日：民國112年06月19日
2.公司名稱：崑鼎綠能環保股份有限公司(原名：崑鼎投資控股股份有限公司)
3.與公司關係(請輸入本公司或子公司)：本公司
4.相互持股比例：不適用
5.發生緣由：
(1)公司名稱變更核准日期/事實發生日：民國112年06月19日
(2)公司名稱變更核准文號：經授商字第11230108140號
(3)更名案股東會決議通過日期：民國112年05月31日
(4)變更前公司名稱：崑鼎投資控股股份有限公司
(5)變更後公司名稱：崑鼎綠能環保股份有限公司
(6)變更前公司簡稱：崑鼎投控
(7)變更後公司簡稱：崑鼎
6.因應措施：無
7.其他應敘明事項：(1)本公司股票代號未變動仍為「6803」。
(2)本公司英文名稱未變動仍為「ECOVE Environment Corporation」。
本公司英文簡稱未變動，仍為「ECOVE Corp.」。
(3)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
(4)本公司於112年06月19日接獲經濟部核准變更登記函(發文日期為112年6月17日)，
依據「財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則」
第九條之一規定，連續公告三個月。"
"1120901","1120831","70003","8080","印鉐","公告本公司名稱由「永利聯合股份有限公司」
更名為「印鉐事業股份有限公司」","第53款","1120717","1.事實發生日：民國112年07月17日
2.公司名稱：印鉐事業股份有限公司(原名：永利聯合股份有限公司)
3.與公司關係(請輸入本公司或子公司)：本公司
4.相互持股比例：不適用
5.發生緣由：
(1)公司名稱變更核准日期/事實發生日：民國112年07月17日
(2)公司名稱變更核准文號：府產業商字第11250451620號
(3)更名案股東會決議通過日期：民國112年06月14日
(4)變更前公司名稱：永利聯合股份有限公司
(5)變更後公司名稱：印鉐事業股份有限公司
(6)變更前公司簡稱：永利聯合
(7)變更後公司簡稱：印鉐
6.因應措施：不適用
7.其他應敘明事項：(1)上櫃股票代號未變動，仍為「8080」。
(2)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
(3)依據「財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則」
第九條之一規定，連續公告三個月。"
"1120901","1120831","70003","8932","智通","公告本公司名稱由「宏大拉鍊股份有限公司」更名為
「智通科創股份有限公司」，公告期間：112年6月13日
至112年9月12日","第53款","1120613","1.事實發生日：民國112年06月13日
2.公司名稱：智通科創股份有限公司(原名：宏大拉鍊股份有限公司)
3.與公司關係(請輸入本公司或子公司)：本公司
4.相互持股比例：不適用
5.發生緣由：
(1)公司名稱變更核准日期/事實發生日：民國112年06月13日
(2)公司名稱變更核准文號：經授商字第11230097140號
(3)更名案股東會決議通過日期：民國112年05月18日
(4)變更前公司名稱：宏大拉鍊股份有限公司
(5)變更後公司名稱：智通科創股份有限公司
(6)變更前公司簡稱：宏大
(7)變更後公司簡稱：智通
6.因應措施：無
7.其他應敘明事項：(1)本公司於112年6月13日接獲經濟部112年6月9日之核准函。
(2)本公司股票簡稱變動為「智通」，股票代號未變動仍為「8932」。
(3)本公司國內第一次有擔保轉換公司債債券簡稱變動為「智通一」，債券代號仍為「89321」。
(4)本公司英文名稱變更為「Wiselink Co., Ltd.」。
(5)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
(6)依據「財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則」第九條
   之一規定，連續公告三個月。"
"1120901","1120831","123439","4804","大略-KY","公告本公司董事會決議通過112年度第2季合併財務報告","第31款","1120831","1.提報董事會或經董事會決議日期:112/08/31
2.審計委員會通過日期:112/08/31
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/06/30
4.1月1日累計至本期止營業收入(仟元):128,762
5.1月1日累計至本期止營業毛利(毛損) (仟元):56,941
6.1月1日累計至本期止營業利益(損失) (仟元):-23,671
7.1月1日累計至本期止稅前淨利(淨損) (仟元):-45,389
8.1月1日累計至本期止本期淨利(淨損) (仟元):-46,445
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):-46,445
10.1月1日累計至本期止基本每股盈餘(損失) (元):-1.02
11.期末總資產(仟元):736,955
12.期末總負債(仟元):541,734
13.期末歸屬於母公司業主之權益(仟元):195,221
14.其他應敘明事項:無。"
"1120901","1120831","123630","4804","大略-KY","公告本公司112年第2季經簽證會計師出具無保留意見加
繼續經營能力存在重大不確定性之查核報告","第30款","1120831","1.事實發生日:112/08/31
2.會計師查核意見全文:查核意見
大略國際控股有限公司及其子公司西元二○二三年及二○二二年六月三十日之合併
資產負債表、西元二○二三年及二○二二年四月一日至六月三十日及一月一日至六
月三十日之合併綜合損益表、暨西元二○二三年及二○二二年一月一日至六月三十
日之合併權益變動表及合併現金流量表，以及合併財務報告附註(包括重大會計政
策彙總)，業經本會計師查核竣事。
依本會計師之意見，上開合併財務報告在所有重大方面係依照證券發行人財務報告
編製準則暨經金融監督管理委員會認可並發布生效之國際會計準則第三十四號「期
中財務報導」編製，足以允當表達大略國際控股有限公司及其子公司西元二○二三
年及二○二二年六月三十日之合併財務狀況、西元二○二三年及二○二二年四月一
日至六月三十日及一月一日至六月三十日之合併財務績效、暨西元二○二三年及二
○二二年一月一日至六月三十日之合併現金流量。
查核意見之基礎
本會計師係依照會計師查核簽證財務報表規則及審計準則執行查核工作。本會計師
於該等準則下之責任將於會計師查核合併財務報告之責任段進一步說明。本會計師
所隸屬事務所受獨立性規範之人員已依會計師職業道德規範，與大略國際控股有限
公司及其子公司保持超然獨立，並履行該規範之其他責任。本會計師相信已取得足
夠及適切之查核證據，以作為表示查核意見之基礎。
繼續經營有關之重大不確定性
如合併財務報告附註一所述，大略國際控股有限公司及其子公司截至西元二○二三
年六月三十日之待彌補虧損為新台幣223,446仟元，達實收資本額49%，且負債比
率為74%，流動比率為77%，流動負債超過流動資產達新台幣48,483仟元。大略國
際控股有限公司及其子公司已於附註一說明其欲採取之因應措施，惟其繼續經營之
能力存在重大不確定性，本會計師未因此修正查核意見。
關鍵查核事項
關鍵查核事項係指依本會計師之專業判斷，對大略國際控股有限公司及其子公司西
元二○二三年第二季合併財務報告之查核最為重要之事項。該等事項已於查核合併
財務報告整體及形成查核意見之過程中予以因應，本會計師並不對該等事項單獨表
示意見。茲對大略國際控股有限公司及其子公司西元二○二三年第二季合併財務報
告之關鍵查核事項敘明如下：
資產減損之評估
有關資產減損之會計政策請詳合併財務報告附註四(十一)非金融資產減損；資產減
損之會計估計及假設不確定性，請詳合併財務報告附註五(二)；資產減損之相關揭
露，請詳合併財務報告附註六(七)。
大略國際控股有限公司及其子公司西元二○二三年六月三十日之不動產、廠房及設
備及使用權資產佔資產總額71%，管理階層應依國際會計準則公報第三十六號「資
產減損」之規定，於不動產、廠房及設備及使用權資產具有減損跡象時，評估資產
之可回收金額是否低於帳面價值。管理階層評估過程包含辨認現金產生單位及其減
損跡象、決定評價方式、設定重要假設及計算可回收金額等，而現金產生單位之辨
認、減損跡象之評估與可回收金額涉及未來年度預算估列，皆須仰賴主觀判斷，係
屬具有高度估計不確定性之會計估計，故資產減損評估為本會計師執行合併公司財
務報告查核重要關注事項之一。
因應之查核程序：
本會計師對上述關鍵查核事項之主要查核程序：
‧評估管理階層辨認可能減損之現金產生單位及內外部減損跡象。
‧取得管理階層自行評估之資產減損評估文件，評估管理階層所使用之預測方法及
其折現率之適切性。
‧分析現金流量實際數與預估數之差異，以及評估未來現金流量所使用之關鍵假設。
收入認列
有關收入認列之會計政策請詳合併財務報告附註四(十二)收入認列，收入之相關揭
露，請詳合併財務報告附註六(十八)收入。
關鍵查核事項之說明：
大略國際控股有限公司及其子公司主要營業項目為飯店經營業務、婚宴及婚慶策畫
服務及會務服務，由於營業收入係合併財務報告之重要項目之一，且為財務報表使
用者所關切事項，因此，收入認列為本會計師執行合併財務報告查核重要的評估事
項之一。
因應之查核程序：
本會計師對上述關鍵查核事項之主要查核程序包括：
‧瞭解及測試收入認列有關之內部流程及相關控制。
‧瞭解主要收入之形態及交易條件，以評估收入認列時點是否適當。
‧選定財務報導日前後一段期間，核對收入交易記錄及各項憑證，以評估相關交易是
否認列於適當之期間。
管理階層與治理單位對合併財務報告之責任
管理階層之責任係依照證券發行人財務報告編製準則暨經金融監督管理委員會認可
並發布生效之國際會計準則第三十四號「期中財務報導」編製允當表達之合併財務
報告，且維持與合併財務報告編製有關之必要內部控制，以確保合併財務報告未存
有導因於舞弊或錯誤之重大不實表達。
於編製合併財務報告時，管理階層之責任亦包括評估大略國際控股有限公司及其子
公司繼續經營之能力、相關事項之揭露，以及繼續經營會計基礎之採用，除非管理
階層意圖清算大略國際控股集團或停止營業，或除清算或停業外別無實際可行之其
他方案。
大略國際控股有限公司及其子公司之治理單位(含審計委員會)負有財務報導流程之
責任。
會計師查核合併財務報告之責任
本會計師查核合併財務報告之目的，係對合併財務報告整體是否存有導因於舞弊或
錯誤之重大不實表達取得合理確信，並出具查核報告。合理確信係高度確信，惟依
照一般公認審計準則執行之查核工作無法保證必能偵出合併財務報告存有之重大不
實表達。不實表達可能導因於舞弊或錯誤。如不實表達之個別金額或彙總數可合理
預期將影響合併財務報告使用者所作之經濟決策，則被認為具有重大性。
本會計師依照審計準則查核時，運用專業判斷及專業懷疑。本會計師亦執行下列工
作：
1.辨認並評估合併財務報告導因於舞弊或錯誤之重大不實表達風險；對所評估之風
險設計及執行適當之因應對策；並取得足夠及適切之查核證據以作為查核意見之基
礎。因舞弊可能涉及共謀、偽造、故意遺漏、不實聲明或踰越內部控制，故未偵出
導因於舞弊之重大不實表達之風險高於導因於錯誤者。
2.對與查核攸關之內部控制取得必要之瞭解，以設計當時情況下適當之查核程序，
惟其目的非對大略國際控股有限公司及其子公司內部控制之有效性表示意見。
3.評估管理階層所採用會計政策之適當性，及其所作會計估計與相關揭露之合理性。
4.依據所取得之查核證據，對管理階層採用繼續經營會計基礎之適當性，以及使大
略國際控股有限公司及其子公司繼續經營之能力可能產生重大疑慮之事件或情況是
否存在重大不確定性，作出結論。本會計師若認為該等事件或情況存在重大不確定
性，則須於查核報告中提醒合併財務報告使用者注意合併財務報告之相關揭露，或
於該等揭露係屬不適當時修正查核意見。本會計師之結論係以截至查核報告日所取
得之查核證據為基礎。惟未來事件或情況可能導致大略國際控股有限公司及其子公
司不再具有繼續經營之能力。
5.評估合併財務報告（包括相關附註）之整體表達、結構及內容，以及合併財務報
告是否允當表達相關交易及事件。
6.對於大略國際控股有限公司及其子公司內組成個體之財務資訊取得足夠及適切之
查核證據，以對合併財務報告表示意見。本會計師負責集團查核案件之指導、監督
及執行，並負責形成合併財務報告查核意見。
本會計師與治理單位溝通之事項，包括所規劃之查核範圍及時間，以及重大查核發
現（包括於查核過程中所辨認之內部控制顯著缺失）。
本會計師亦向治理單位提供本會計師所隸屬事務所受獨立性規範之人員已遵循會計
師職業道德規範中有關獨立性之聲明，並與治理單位溝通所有可能被認為會影響會
計師獨立性之關係及其他事項（包括相關防護措施）。
本會計師從與治理單位溝通之事項中，決定對大略國際控股有限公司及其子公司西
元二○二三年第二季合併財務報告查核之關鍵查核事項。本會計師於查核報告中敘
明該等事項，除非法令不允許公開揭露特定事項，或在極罕見情況下，本會計師決
定不於查核報告中溝通特定事項，因可合理預期此溝通所產生之負面影響大於所增
進之公眾利益。
3.會計師事務所名稱:德昌聯合會計師事務所
4.簽證會計師姓名及核准簽證文號1:林兆民金管證審字第0980054543號
5.簽證會計師姓名及核准簽證文號2:史岱平金管證審字第1110360121號
6.會計師查核（核閱）報告日:112/08/31
7.因應措施:
(一)營運計畫：開發新展會平台合作開發新住房客源，並持續推廣原有線上銷售
業務提高住房率及平均房價。
(二)降低成本計畫:控制子公司成本費用，降低不必要支出，合併採購降低成本，
以增加未來現金流量。
(三)財務支援:以私募方式辦理籌資，充實營運資金及因應公司長期營運發展所
需。
本公司管理階層認為，透過上述規畫之執行將能有效降低營運成本，改善經營績
效及財務結構，並配合大股東之支持，本公司應可因應未來營運之資金需求，故
合併財務報告仍按照繼續經營假設之基礎編製，並未因上述流動性風險發生之可
能性而有所調整。
8.其他應敘明事項:無。"
"1120901","1120831","133356","4513","福裕","公告本公司112年07月合併報表之負債比率、流動比率及速動比率","第53款","1120831","1.事實發生日:112/08/31
2.發生緣由:依證券櫃檯買賣中心之證櫃監字第1000017028號函辦理。
3.財務資訊年度月份:112/07
4.自結流動比率:218.35%
5.自結速動比率:110.27%
6.自結負債比率:62.53%
7.因應措施:上傳於公開資訊觀測站。
8.其他應敘明事項:
  奉主管機關指示及因應國際財務報導準則(IFRSs)，自102年05月起改以公告合併報表
  之負債比率、流動比率及速動比率。"
"1120901","1120831","133623","3664","安瑞-KY","公告本公司112年7月份自結流動比率、速動比率、負債比率","第53款","1120831","1.事實發生日:112/08/31
2.發生緣由:依櫃檯買賣中心112/04/07證櫃監字第1120200636號函規定辦理
3.財務資訊年度月份:112/7
4.自結流動比率:433.15%
5.自結速動比率:354.52%
6.自結負債比率:59.14%
7.因應措施:無
8.其他應敘明事項:無"
"1120901","1120831","133708","3360","尚立","公告本公司112年7月份自結合併財務報表之流動比率、
速動比率及負債比率","第53款","1120831","1.事實發生日:112/08/31
2.發生緣由:
依據財團法人中華民國證券櫃檯買賣中心
110年5月19日證櫃監字第1100200704號函辦理。
3.財務資訊年度月份:112年07月
4.自結流動比率: 124.35%
5.自結速動比率: 102.56%
6.自結負債比率: 77.38%
7.因應措施:無。
8.其他應敘明事項:無。"
"1120901","1120831","134050","4154","樂威科-KY","公告本公司董事會通過112年第二季合併財務報表","第31款","1120831","1.提報董事會或經董事會決議日期:112/08/31
2.審計委員會通過日期:112/08/31
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/06/30
4.1月1日累計至本期止營業收入(仟元):191,275
5.1月1日累計至本期止營業毛利(毛損) (仟元):-2,693
6.1月1日累計至本期止營業利益(損失) (仟元):-36,213
7.1月1日累計至本期止稅前淨利(淨損) (仟元):-52,967
8.1月1日累計至本期止本期淨利(淨損) (仟元):-52,880
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):-44,150
10.1月1日累計至本期止基本每股盈餘(損失) (元):-1.24
11.期末總資產(仟元):710,203
12.期末總負債(仟元):402,951
13.期末歸屬於母公司業主之權益(仟元):269,541
14.其他應敘明事項:無"
"1120901","1120831","134510","2924","宏太-KY","公告本公司董事會通過112年第2季合併財務報告","第31款","1120831","1.提報董事會或經董事會決議日期:112/08/31
2.審計委員會通過日期:112/08/31
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/06/30
4.1月1日累計至本期止營業收入(仟元):19,542
5.1月1日累計至本期止營業毛利(毛損) (仟元):7,376
6.1月1日累計至本期止營業利益(損失) (仟元):-14,190
7.1月1日累計至本期止稅前淨利(淨損) (仟元):-19,251
8.1月1日累計至本期止本期淨利(淨損) (仟元):-20,643
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):-20,643
10.1月1日累計至本期止基本每股盈餘(損失) (元):-0.63
11.期末總資產(仟元):261,883
12.期末總負債(仟元):89,286
13.期末歸屬於母公司業主之權益(仟元):172,597
14.其他應敘明事項:無。"
"1120901","1120831","134527","4966","譜瑞-KY","公告本公司受邀參加宏遠證券舉辦之未來趨勢產業投資論壇","第12款","1120905","符合條款第四條第XX款：12
事實發生日：112/09/05
1.召開法人說明會之日期：112/09/05
2.召開法人說明會之時間：16 時 20 分 
3.召開法人說明會之地點：宏遠證券7樓會議室(台北市信義路四段236號7樓)
4.法人說明會擇要訊息：公告本公司於民國112年09月05日受邀參加宏遠證券於宏遠證券7樓會議室舉辦之
未來趨勢產業投資論壇，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。
簡報資料請參閱台灣公開資訊觀測站(http://mops.twse.com.tw)。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120901","1120831","134554","4966","譜瑞-KY","公告本公司受邀參加櫃買中心舉辦之櫃買市場業績發表會","第12款","1120906","符合條款第四條第XX款：12
事實發生日：112/09/06
1.召開法人說明會之日期：112/09/06
2.召開法人說明會之時間：16 時 15 分 
3.召開法人說明會之地點：南港展覽館1館5樓(505c會議室)
4.法人說明會擇要訊息：公告本公司於民國112年09月06日受邀參加櫃買中心於南港展覽館1館5樓舉辦之
櫃買市場業績發表會，會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明。
簡報資料請參閱台灣公開資訊觀測站(http://mops.twse.com.tw)。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
